time,buoy_id,wind_speed,wind_dir,air_temp,pressure,Hs,Tz,wave_dir,SST,salinity,current_speed,current_dir
2023-01-01 00:00:00,BUOY001,5.745071229516849,195.56722152333276,13.09219244212261,1011.0824430876264,1.1657755925300737,6.862846896407385,101.48103234020024,18.77066057240066,34.234962811517136,0.34308460051697465,40.69730350623213
2023-01-01 00:01:00,BUOY001,4.805693476097463,169.23808173838057,14.16143153564423,1010.309527026424,1.3142113973064604,6.06964885063572,106.36298660110789,18.675725711507955,33.626385465691605,0.3253995264611611,44.54391501769314
2023-01-01 00:02:00,BUOY001,5.997712413646161,164.15959452467234,14.630027144070226,1009.8619120002685,1.2243631733264257,6.394161807707294,98.00392087515168,18.406320594620674,33.93880425657369,0.3801967502364269,47.97599074386446
2023-01-01 00:03:00,BUOY001,7.323813571326071,180.71781930101716,16.95313563519691,1013.8696309171231,1.3460729308347343,6.0760923486925735,61.64784308480965,18.063522112461133,33.9982127931094,0.3590337568766687,74.97646074785779
2023-01-01 00:04:00,BUOY001,4.701127157226846,177.64329245057647,15.643815156720176,1012.6300419180942,1.4497168319364702,5.701238122266327,88.71564841315865,18.04615500699729,34.01190793489857,0.37876452224012686,24.677450547547746
2023-01-01 00:05:00,BUOY001,4.7142392196799126,172.24402063441457,13.773592856072915,1013.8315322063945,1.7685982539270642,4.922671802814666,73.97296799720635,18.42552965625075,34.04700665373289,0.4438232680458188,22.22675349654036
2023-01-01 00:06:00,BUOY001,7.447350068184707,195.4978276364226,15.616921030957002,1014.4682107272267,1.4245938470345878,6.155081740133897,88.53099209351721,17.85651859186373,34.135176438115835,0.39882964614568595,85.2387496388659
2023-01-01 00:07:00,BUOY001,6.242767633358831,200.9375603574559,13.605388577110748,1013.6330431005274,1.0487430985369803,5.67327372411845,106.5315197280541,17.119816650685912,34.00818776879584,0.2961610858741151,34.783570115652466
2023-01-01 00:08:00,BUOY001,4.400486911205075,183.8608319381607,16.25718853739958,1014.4318790103147,1.8699399513105488,5.66963129032235,96.66995675044835,18.31580102045648,33.943838091922515,0.2016611791411418,11.294327817335535
2023-01-01 00:09:00,BUOY001,5.9316195126561535,211.9043744929406,,1012.9918313832288,1.2802808125227432,5.829026003528582,109.57513586779683,17.51298531655065,33.938112038947594,0.4824716124460205,35.15364748067459
2023-01-01 00:10:00,BUOY001,4.435731622877315,159.78088999975967,15.12446074808751,1010.7714521999044,1.51727938176088,6.959669478042419,97.74098109313285,17.60616816063548,33.899506533275,0.29365881121482035,40.32776250753947
2023-01-01 00:11:00,BUOY001,4.445339755208646,179.00218339001236,16.565687290148908,1015.2756100512985,1.6723434548992886,7.298375028169675,73.40048348057317,18.09606823104058,34.18149772912605,0.27185840916799253,97.39962698298638
2023-01-01 00:12:00,BUOY001,5.519951276077882,168.79940748597352,13.97451621263047,1011.9962997988106,1.6017518905151897,6.213275881250088,55.32314879943859,18.057109473709154,33.89686228222617,0.14723301087708676,79.01649416736132
2023-01-01 00:13:00,BUOY001,2.3001579957034357,146.06536407157603,13.886345752703898,1011.317873472376,1.8736080943071447,5.881001963170891,95.62822783823106,17.40734777196894,34.19770061558334,0.3564879532847925,86.21781132504168
2023-01-01 00:14:00,BUOY001,2.5957688698350214,182.00246658530045,14.72164337132828,1012.8477719238701,1.6925397746457134,5.533483870344108,90.44718330688694,18.204842861136285,34.0343240862194,0.33926252907640647,76.91136987471243
2023-01-01 00:15:00,BUOY001,4.35277809382897,181.48083559893587,16.36539449717003,1011.3925270117526,1.293929629474982,6.365076339233321,79.26159967587331,18.61387608889081,33.928450603243846,0.1745937448190622,81.21888168166252
